text,label,notes
"bug: Dashboard widgets are not saved for the last changes\n\n### Describe the bug\n\nWhen I create the widget and put filters Score Name = <score_name> and Score Value = <numeric_value> and save it, it updates the widget, but when I enter again the filter for score value is not there, just score name.\n\n<img width=""1197"" height=""986"" alt=""Image"" src=""https://github.com/user-attachments/assets/0f5aa81c-2f60-4c84-bbf4-9b37e42d42a8"" />\n<img width=""1263"" height=""995"" alt=""Image"" src=""https://github.com/user-attachments/assets/ff8927fb-cda5-4b0e-9345-e80ab4cf8d66"" />\n\n### Steps to reproduce\n\nI have created the widget and saved it. After I add it to the dashboard, the filter score value is not there.\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: PythonSDK OpenAI Async Client Wrapper, Responses API: `instructions` parameter not captured in generation span\n\n### Describe the bug\n\nHi.\n\nI am using the langfuse `langfuse.openai.AsyncOpenAI` wrapper client.<br>When calling `responses.create` with the `instructions` parameter instead of using a system prompt, for an<br>agentic workflow, langfuse doesn't seem to capture the `instruction` prompt in the generation span anywhere.\n\nI found [this](<https://github.com/langfuse/langfuse/issues/7435>) closed issue about this, where a comment says the issue should be fixed, though that doesn't seem to be the case for me?\n\nMaybe I'm missing something?\n\nI'm using langfuse python sdk version 3.3.1 and the cloud-platform\n\n### Steps to reproduce\n\n```\n        create_res = await self._openai_client.responses.create(\n            instructions=""this is instructions"",\n            model=""gpt-5"",\n            input=""this is input"",\n        )\n        import langfuse\n        langfuse.get_client().flush()\n```\n\nGives me this, which doesn't have the `this is instructions` string anywhere in sight.\n\n<img src=""https://uploads.linear.app/c224a6ec-52c7-4451-be7c-02571c797006/fdc9fe39-40fc-497f-8706-58313af5176f/88a43d38-a145-4404-a9b1-c8b91888ab41?signature=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJwYXRoIjoiL2MyMjRhNmVjLTUyYzctNDQ1MS1iZTdjLTAyNTcxYzc5NzAwNi9mZGM5ZmUzOS00MGZjLTQ5N2YtODcwNi01ODMxM2FmNTE3NmYvODhhNDNkMzgtYTE0NS00NDA0LWE5YjEtYzhiOTE4ODhhYjQxIiwiaWF0IjoxNzcwNjQ0Mjc0LCJleHAiOjE4MDIyMTQ4MzR9.Vv0jsUpMFyZcFcNKc2WGIMG7piJ_9UT-MCpUMkqSIKM "" alt=""Image"" width=""1536"" data-linear-height=""1028"" />\n\n(the attribute omitted at the bottom is just a public key)\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n*No response*\n\n### SDK and integration versions\n\n*No response*\n\n### Additional information\n\n*No response*\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"Prompt experiment structured output is escaped JSON that breaks LLM-as-a-judge\n\n### Describe your question\n\nWhen using structured output in the experiments UI, the json output available to the LLM-as-a-Judge prompt is escaped. Here is an example of a LLM call using a simple country Q&A example:\n\n```\nUse a tool call to compare the two outputs exactly. Outputs are only a match if each character matches exactly:\n\nSTART_GROUND_TRUTH\n{""answer"":""Lisbon""}\nEND_GROUND_TRUTH\n\nSTART_OUTPUT\n""{\""answer\"":\""Lisbon\""}""\nEND_OUTPUT\n```\n\nJson schema:\n```\n{\n  ""type"": ""object"",\n  ""properties"": {\n    ""answer"": {\n      ""type"": ""string"",\n      ""description"": ""The name of the city in English without country. IE Tokyo not Tokyo, Japan""\n    }\n  },\n  ""required"": [\n    ""answer""\n  ],\n  ""additionalProperties"": false\n}\n```\n\nIs this expected? Is there any way around this besides asking the LLM to evaluate escaped json as equivalent?\n\nI found this previous discussion that may be related: https://github.com/orgs/langfuse/discussions/7147\n\nThanks for your help!\n\n### Langfuse Cloud or Self-Hosted?\n\nLangfuse Cloud\n\n### If Self-Hosted\n\n_No response_\n\n### If Langfuse Cloud\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Pre-Submission Checklist\n\n- [X] I have checked for existing issues/discussions and consulted Langfuse AI.\n\n_Originally posted by @markatmedallion in https://github.com/langfuse/langfuse/discussions/12380_",support_question,question/clarification without failure
"bug: cannot get AWS SDK Default Credential Provider Chain Support to work with AWS_PROFILE\n\n### Describe the bug\n\nAccording to [this change log entry](https://langfuse.com/changelog/2025-07-18-aws-sdk-default-credential-provider), we can now use the AWS SDK default credential provider chain for Amazon Bedrock LLM connections.\n\nWe use AWS IAM Identity Center to get single sign-on (SSO) access to AWS services.  We use the (Recommended) SSO token provider configuration in the `~/.aws/config` file.\n\nThis works great for everything but unfortunately I seem to be unable to get this to work with Langfuse, running locally using Docker Compose.\n\nI've made the following changes to the `docker-compose.yml` file:\n\nAdded to the `environment` of `langfuse-worker`:\n\n```\nAWS_CONFIG_FILE: /home/expressjs/.aws/config\nAWS_SHARED_CREDENTIALS_FILE: /home/expressjs/.aws/credentials\nAWS_PROFILE: <********> # My Profile name I use for all other services where this work fine\nAWS_DEFAULT_REGION: us-west-2\n```\n\nAdded `volumes` to `langfuse-worker`:\n```\nvolumes:\n   - ~/.aws:/home/expressjs/.aws\n```\nThis maps my local aws `credentials` and `config` into the langfuse container for usage.\n\n(I've also repeated this for the `langfuse-web` service, just in case, but that also does not work)\n\nI've used a similar setup on other projects (e.g. liteLLM) and I am able to use our Bedrock LLMs fine with those.\n\nThe only thing that I've got working so far is use all 3 of these env. var. instead of the ones above:\n```\n      AWS_ACCESS_KEY_ID: ""*********""\n      AWS_SECRET_ACCESS_KEY: ""******""\n      AWS_SESSION_TOKEN: ""****""\n```\n\nBut this is not maintainable since these values are very short lived so I continuously need to stop the docker container, update the `docker-compose.yml` and then restart it.\n\n### Steps to reproduce\n\n1. Setup AWS Bedrock with AWS IAM Identity Center SSO\n2. login to AWS (`aws sso login --profile <YOUR PROFILE NAME>`)\n3. Finish SSO Auth Flow\n4. Add AWS_PROFILE env. var. to `docker-compose.yml`\n5. Mount local `~/.aws` folder in container\n6. Try to add AWS Bedrock LLM to Langfuse Project\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n❯ git describe --tags     ---->        v3.118.0-22-gb5ff3120d\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: Custom OpenTelemetry Collector instructions not working (no spans received)\n\n### Describe the bug\n\nI have a Python app and I originally wanted to send spans > my custom otel collector > langfuse. But reading between the lines, I believe the architecture is different and that langfuse acts as the exporter TO my custom collector. So the architecture is actually app.py > langfuse > my custom collector.\n\nI do see the trace in langfuse, but my collector receives nothing.\n\nAnyway, following this page doesn't work:\n\n```\nset OTEL_EXPORTER_OTLP_ENDPOINT=http://localhost:4318\nset OTEL_SERVICE_NAME=langfuse-openai-client\nset OTEL_TRACE_SAMPLING_RATIO=1\nset LANGFUSE_SECRET_KEY=sk-lf-*******\nset LANGFUSE_PUBLIC_KEY=pk-lf-******\nset LANGFUSE_BASE_URL=http://localhost:3000\n\npython app.py\n```\n\n### Steps to reproduce\n\n## app.py\n\n```\nfrom langfuse import Langfuse\nfrom langfuse.openai import OpenAI\nimport os\n\nLangfuse(debug=True)\n\nOPENAI_API_BASE = os.environ.get(""OPENAI_API_BASE"")\nOPENAI_API_KEY = os.environ.get(""OPENAI_API_KEY"")\n\nclient = OpenAI(\n    base_url = OPENAI_API_BASE,\n    api_key=OPENAI_API_KEY\n)\n\ncompletion = client.chat.completions.create(\n  name=""test-chat"",\n  model=""gpt-4o"",\n  messages=[\n      {""role"": ""system"", ""content"": ""You are a very accurate calculator. You output only the result of the calculation.""},\n      {""role"": ""user"", ""content"": ""1 + 1 = ""}],\n  metadata={""someMetadataKey"": ""someValue""}\n)\n\nprint(completion)\n```\n\n## collector config\n\n```\nreceivers:\n  otlp:\n    protocols:\n      http:\n        endpoint: 127.0.0.1:4318\n\nexporters:\n  debug:\n    verbosity: detailed\n\nservice:\n  pipelines:\n    metrics:\n      receivers: [otlp]\n      processors: []\n      exporters: [debug]\n    logs:\n      receivers: [otlp]\n      exporters: [debug]\n    traces:\n      receivers: [otlp]\n      processors: []\n      exporters: [debug]\n```\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\ndocker.io/langfuse/langfuse:3\n\n### SDK and integration versions\n\n* langfuse==3.10.1\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"bug: The Trace ID obtained from the OpenAI-Agents SDK is different from that in the Langfuse platform.\n\n### Describe the bug\n\nAs seen in the [documentation](https://langfuse.com/integrations/frameworks/openai-agents#7-grouping-agent-runs), when using `with trace(""Joke workflow""):`, the Trace ID displayed on the Langfuse platform begins with ""Joke workflow"".\n\nHowever, in actual use, the Trace ID on the platform does not begin with ""Joke workflow"", and the Trace ID obtained in the Python code does not match the Trace ID on the platform.\n\n### Steps to reproduce\n\n``` python\nimport os\nimport nest_asyncio\nfrom langfuse import get_client\nfrom openinference.instrumentation.openai_agents import OpenAIAgentsInstrumentor\nfrom agents import Agent, Runner, trace\nimport asyncio\n\nos.environ[""LANGFUSE_PUBLIC_KEY""] = ""pk-lf-***"" \nos.environ[""LANGFUSE_SECRET_KEY""] = ""sk-lf-e***"" \nos.environ[""LANGFUSE_HOST""] = ""https://us.cloud.langfuse.com""\nos.environ[""OPENAI_API_KEY""] = ""sk-proj-***""\n\nnest_asyncio.apply()\n\nOpenAIAgentsInstrumentor().instrument()\n\nlangfuse = get_client()\n\n# Verify connection\nif langfuse.auth_check():\n    print(""Langfuse client is authenticated and ready!"")\nelse:\n    print(""Authentication failed. Please check your credentials and host."")\n\nasync def test():\n    agent = Agent(name=""Joke generator"", instructions=""Tell funny jokes."")\n \n    with trace(""Joke"") as my_trace:\n        result = await Runner.run(agent, ""Tell me a joke"")\n        print(f""Joke: {result.final_output}"")\n        print(f""Trace ID: {my_trace.trace_id}"")\n \nasyncio.run(test())\n```\n\nExecution results：\n```\nLangfuse client is authenticated and ready!\nJoke: Sure! Here’s one:\n\nWhy don’t skeletons fight each other?\n\nThey don’t have the guts!\nTrace ID: trace_4606b8332c44457a91cc9697e5f07fc1\n```\n\n[Trace in the Langfuse platform](https://us.cloud.langfuse.com/project/cm8yc8efi005iad07ucn2cko7/traces/d0ba54cf0cabcbe39d0db2d07bb2b967?timestamp=2025-11-04T02:20:35.696Z):\n\n<img width=""1062"" height=""696"" alt=""Image"" src=""https://github.com/user-attachments/assets/d46c91b4-3648-4af6-bfba-52f22537a86a"" />\n\nAs you can see, the Trace ID obtained in the code is different from the Trace ID actually displayed on the Langfuse platform.\n\n### Langfuse Cloud or self-hosted?\n\nLangfuse Cloud\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n```\nopenai==2.6.1\nlangfuse==3.9.0\nopenai-agents==0.4.2\nnest-asyncio==1.6.0\nopeninference-instrumentation-openai-agents==1.3.0\n```\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"bug: big number component incorrectly strips trailing zeros\n\n### Describe the bug\n\nthe regex express in\n```\n      formatted: baseValue.toFixed(decimals).replace(/\.?0+$/, """"),\n```\nhttps://github.com/langfuse/langfuse/commit/c60e58a568b0849578da010c0771905bf9efd227#diff-76e6663d488a72324e4a4ba7b73f20c3cf146e9a171a1c7bd325b9c76d02cf18R31\n\nmay strip trialing `0` and turn `20` into `2`.\n\n### Steps to reproduce\n\nWhen a value like 19.8888k is displayed in the BigNumber component, reducing the component's width causes the value to truncate/round to 19.9k, and eventually to 2k.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3.143\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"Langfuse UI may undercount recent trace observations/turns while raw data is complete\n\n### Describe the bug\n\n# Langfuse UI may undercount recent trace observations/turns while raw data is complete\n\n## Summary\n\nOn a self-hosted Langfuse deployment, the web UI appears to show fewer turns / observations for recent traces than actually exist in ClickHouse.\n\nThe raw trace and observation data is present and complete, but the UI still looks inconsistent for recent traces.\n\nThis appears to affect trace list / peek / metrics-style displays rather than ingestion itself.\n\n## Environment\n\n- Deployment type: self-hosted\n- Runtime:\n  - `langfuse-web` on Cloud Run\n  - `langfuse-worker` on Cloud Run\n  - ClickHouse on GKE\n  - Redis on Memorystore\n  - Postgres on Cloud SQL\n- Observation:\n  - SDK behavior did not change compared with the previous Kubernetes deployment\n  - The issue became noticeable after infrastructure migration\n\n## What we observed\n\nFor a concrete example trace:\n\n- `project_id`: `cml0wfx2n0001wy075iqbnt43`\n- `trace_id`: `c6f830168dd3fc7acd27130ceb661b57`\n- trace timestamp: `2026-04-24T07:08:07.165Z`\n\nRaw data in ClickHouse is complete:\n\n- `default.traces` contains the trace\n- `default.observations` contains `26` observations for this trace\n- all observations are `is_deleted = 0`\n- there is one root `AGENT` observation\n- the observation timeline is continuous through `2026-04-24T07:09:30.622Z`\n\nAt the same time, the web page for this trace triggers successful requests to:\n\n- `traces.byId`\n- `traces.byIdWithObservationsAndScores`\n- `traces.metrics`\n- `observations.byId`\n\nAll of those requests returned `200`.\n\nSo this does not look like an ingestion failure for the trace itself.\n\n## Why we suspect the UI query path\n\nWe inspected the live ClickHouse definitions for:\n\n- `default.analytics_traces`\n- `default.analytics_observations`\n\nBoth views explicitly exclude the current hour:\n\n```sql\nWHERE toStartOfHour(...) <= toStartOfHour(subtractHours(now(), 1))\n```\n\nWe also verified that:\n\n- raw `default.traces` and `default.observations` already contain current-hour data\n- `analytics_traces` / `analytics_observations` do not include that same current-hour data\n\nIn the UI, the trace page also calls `traces.metrics`.\n\nFrom the current code path in `web/src/server/api/routers/traces.ts`, it looks like:\n\n- `traces.byIdWithObservationsAndScores` uses raw trace/observation access\n- `traces.metrics` uses the metrics path\n\nThis makes us suspect the UI is mixing:\n\n- raw trace detail data\n- lagging analytics/metrics data\n\nAs a result, recent traces can appear to have fewer turns / observations in the UI than actually exist in ClickHouse.\n\n## Expected behavior\n\nFor recent traces, the UI should not undercount turns / observations relative to the raw stored trace data.\n\nIf analytics views intentionally lag by one hour, the UI should either:\n\n- avoid using those lagging metrics for recent traces, or\n- clearly indicate that the displayed counts are delayed / approximate\n\n## Actual behavior\n\nRecent traces may show incomplete-looking turn / observation counts in the web UI even though the raw trace data is already present and complete.\n\n## Reproduction hints\n\n1. Open a recent trace shortly after it is ingested.\n2. Compare:\n   - raw `default.observations` count for the trace\n   - what the UI shows in list / peek / trace metrics-related displays\n3. Check whether the trace falls within the current hour window.\n\n## Additional notes\n\n- This does not currently look like an SDK-side flush problem in our case.\n- We were able to confirm complete raw observation data for the affected trace.\n- The inconsistent behavior appears to be in the UI/query layer, not in ClickHouse writes for this trace.\n\n### Steps to reproduce\n\n## Reproduction hints\n\n1. Open a recent trace shortly after it is ingested.\n2. Compare:\n   - raw `default.observations` count for the trace\n   - what the UI shows in list / peek / trace metrics-related displays\n3. Check whether the trace falls within the current hour window.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n_No response_\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nYes",bug_report,github bug label or bug: title
"Getting Failed to export span batch code: 404, reason for a self hosted Langfuse\n\n### Describe the bug\n\nHi Team ,\n \nWe have configured Langfuse in Azure Container App using the Docker image langfuse/langfuse:2\n \nGetting below error while tracing the llm calls\n \nFailed to export span batch code: 404, reason: <!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width""/><meta name=""next-head-count"" content=""2""/><link rel=""preload"" href=""/_next/static/css/1d1bf8ebf039f876.css"" as=""style""/><link rel=""stylesheet"" href=""/_next/static/css/1d1bf8ebf039f876.css"" data-n-g=""""/><noscript data-n-css=""""></noscript><script defer="""" nomodule="""" src=""/_next/static/chunks/polyfills-42372ed130431b0a.js""></script><script src=""/_next/static/chunks/webpack-fafe7122277f5772.js"" defer=""""></script><script src=""/_next/static/chunks/framework-d2dcb18632b956b2.js"" defer=""""></script><script src=""/_next/static/chunks/main-19694d19b6f6c228.js"" defer=""""></script><script src=""/_next/static/chunks/pages/_app-9e6c56ce79ebaf0a.js"" defer=""""></script><script src=""/_next/static/chunks/pages/_error-881d11b9e6da73d1.js"" defer=""""></script><script src=""/_next/static/Eu5QEyLpa3Avvo-CHkMDG/_buildManifest.js"" defer=""""></script><script src=""/_next/static/Eu5QEyLpa3Avvo-CHkMDG/_ssgManifest.js"" defer=""""></script></head><body><div id=""__next""><script>!function(){try{var d=document.documentElement,c=d.classList;c.remove('light','dark');var e=localStorage.getItem('theme');if('system'===e||(!e&&true)){var t='(prefers-color-scheme: dark)',m=window.matchMedia(t);if(m.media!==t||m.matches){d.style.colorScheme = 'dark';c.add('dark')}else{d.style.colorScheme = 'light';c.add('light')}}else if(e){c.add(e|| '')}if(e==='light'||e==='dark')d.style.colorScheme=e}catch(e){}}()</script><div class=""flex min-h-full flex-1 flex-col justify-center py-12 sm:px-6 lg:px-8"" data-sentry-component=""Spinner"" data-sentry-source-file=""spinner.tsx""><div class=""sm:mx-auto sm:w-full sm:max-w-md""><img src=""/icon.svg"" width=""42"" height=""42"" alt=""Langfuse Icon"" class=""mx-auto motion-safe:animate-spin"" data-sentry-component=""LangfuseIcon"" data-sentry-source-file=""LangfuseLogo.tsx""/><h2 class=""mt-5 text-center text-2xl font-bold leading-9 tracking-tight text-primary"">Loading<!-- --> ...</h2></div></div></div><script id=""__NEXT_DATA__"" type=""application/json"">{""props"":{""pageProps"":{""statusCode"":404}},""page"":""/_error"",""query"":{},""buildId"":""Eu5QEyLpa3Avvo-CHkMDG"",""nextExport"":true,""isFallback"":false,""gip"":true,""locale"":""en"",""locales"":[""en""],""defaultLocale"":""en"",""scriptLoader"":[]}</script></body></html>\n \n \nPFB the code used :\n \nimport os\nimport httpx\nfrom langfuse.langchain import CallbackHandler\nfrom langchain_core.prompts import ChatPromptTemplate, MessagesPlaceholder\nfrom langchain_openai import AzureChatOpenAI\nfrom langchain.agents import create_openai_functions_agent\nfrom langchain.agents import AgentExecutor\nfrom langchain_core.tools import tool\nfrom langfuse import Langfuse\nimport base64\n \n \nCA_CERT_PATH = ""<Path>""\n \nos.environ[""OTEL_EXPORTER_OTLP_PROTOCOL""] = ""http/protobuf""\nos.environ[""OTEL_EXPORTER_OTLP_TRACES_CERTIFICATE""] = CA_CERT_PATH\nos.environ[""OTEL_EXPORTER_OTLP_TRACES_ENDPOINT""] = ""https://cognitest-langfuse.whitesand-ca34cd8a.southindia.azurecontainerapps.io/api/public/otel/v1/traces%22\nos.environ[""OTEL_EXPORTER_OTLP_ENDPOINT""] = ""[https://cognitest-langfuse.whitesand-ca34cd8a.southindia.azurecontainerapps.io/api/public/otel""](https://cognitest-langfuse.whitesand-ca34cd8a.southindia.azurecontainerapps.io/api/public/otel%22)\n \nauth = base64.b64encode(<authcode> ).decode()\nos.environ[""OTEL_EXPORTER_OTLP_HEADERS""] = f""Authorization=Basic {auth}""\nhttpx_client = httpx.Client(verify=CA_CERT_PATH)\nlangfuse = Langfuse(\n    public_key=""pk-***"",\n    secret_key=""sk-***"",\n    base_url=""https://cognitest-langfuse.whitesand-ca34cd8a.southindia.azurecontainerapps.io"",\n    httpx_client=httpx_client\n)\n \n# Don't pass httpx_client - just use environment variables\nlangfuse_handler = CallbackHandler()\n \n@tool\ndef add_numbers(a: int, b: int) -> int:\n    """"""Add two numbers together and return the result.""""""\n    return a + b\n \ntools = [add_numbers]\nprompt = ChatPromptTemplate.from_messages([\n    (""system"", ""You are an helpful maths assistant that adds two numbers together.""),\n    MessagesPlaceholder(variable_name=""chat_history"", optional=True),\n    (""human"", ""{input}""),\n    MessagesPlaceholder(variable_name=""agent_scratchpad"")\n])\n \nhuman_message = ""Your are given two number 3 and 5 . you need to call the tool add_numbers ""\n \nllm = AzureChatOpenAI(\n    azure_endpoint=""endpoint"",\n    api_key=""key"",\n    azure_deployment=""gpt-4o"",\n    api_version=""2024-06-01"",\n    temperature=0,\n)\n \nagent = create_openai_functions_agent(llm, tools, prompt)\n \nagent_executor = AgentExecutor(\n    agent=agent,\n    tools=tools,\n    verbose=True,\n    handle_parsing_errors=True,\n    return_intermediate_steps=True,\n    max_execution_time=120\n)\n \nresult = agent_executor.invoke(\n    {""input"": human_message},\n    config={""callbacks"": [langfuse_handler]}\n)\n \nprint(result)\n\n### Steps to reproduce\n\nRun the code as above \n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\nlangfuse                                 3.10.5\n\n### SDK and integration versions\n\n_No response_\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
"Allow using `metadata` fields (e.g. `organizationId`) as Breakdown Dimension in Dashboard Widgets\n\nHi Langfuse team 👋\n\nWe are using Langfuse to monitor traces across multiple organizations. Since **Langfuse does not currently provide a native `organizationId` field**, we are attaching the organization identifier inside the **trace metadata**.\n\nExample:\n\n```json\n{\n  ""metadata"": {\n    ""organizationId"": ""org_12345""\n  }\n}\n```\n\n### Problem\n\nWhile this allows us to store the organization information on traces, **dashboard widgets do not allow selecting metadata fields as a breakdown dimension**.\n\nBecause of this, we cannot create dashboards that show metrics like:\n\n* Requests per **organization**\n* Latency per **organization**\n* Token usage per **organization**\n\n### Why This Is Important\n\nFor multi-tenant systems, it is very useful to analyze performance and usage **per organization**. Since `organizationId` is stored in metadata, it would be very helpful if **metadata keys could be used as breakdown dimensions in dashboard widgets**.\n\n### Expected Behavior\n\nAllow selecting metadata keys such as:\n\n```\nmetadata.organizationId\n```\n\nas a **breakdown dimension** when configuring dashboard widgets.\n\n<img width=""1312"" height=""729"" alt=""Image"" src=""https://github.com/user-attachments/assets/2542c843-6e1f-48f3-b432-ab0d6a8450ed"" />\n\n### Question\n\nIs there currently a workaround to enable breakdowns by metadata fields?\nIf not, would the team consider supporting **metadata-based breakdown dimensions** in dashboards?\n\nThis would be especially useful for **multi-tenant applications using Langfuse**.",feature_request,github feature label or [eature Request]
"Missing configuration details for StatsD metrics in Worker containers\n\nThe documentation for [Scaling the Worker Containers](https://langfuse.com/self-hosting/configuration/scaling#scaling-the-worker-containers) mentions that the Langfuse worker publishes queue length metrics via StatsD to assist with autoscaling (specifically langfuse.queue.ingestion.length).\n\nHowever, there is no mention in the [Environment Variables](https://www.google.com/search?q=https://langfuse.com/self-hosting/environment-variables) or the scaling guide on how to actually configure the StatsD connection (e.g., host, port, prefix).\n\nCurrent Documentation Snippet:\n\n""Langfuse worker also publishes queue length metrics via statsd that can be used to scale the worker containers. langfuse.queue.ingestion.length is the main metric that we use to make scaling decisions.""\n\nRequest:\nPlease update the documentation (or provide the environment variables here) to clarify:\n\nWhat environment variables are required to enable StatsD (e.g., STATSD_HOST, STATSD_PORT, STATSD_PREFIX)?\n\nDoes this apply only to the worker container, or the web container as well?\n\nIs there a specific protocol or client version required?\n\nContext:\nWe are trying to implement HPA (Horizontal Pod Autoscaling) in Kubernetes based on ingestion lag, but I cannot point the worker to my StatsD agent without these configuration keys.",support_question,question/clarification without failure
"feat(web): Markdown rendering toggle for Text prompts in Prompt Management\n\n## Is your feature request related to a problem?\n\nIn Prompt Management, a **Text** prompt is displayed as raw text. Many users author system prompts with Markdown structure (headings, bullet lists, tables, fenced code blocks, links). Reviewing a long Text prompt as raw text is hard to scan — you can't visually parse sections, code, or tables.\n\n(Chat prompts already render reasonably per-message; this is specifically about the **Text** prompt detail view.)\n\n## Describe the solution you'd like\n\nAdd a **Raw / Markdown** toggle (a small segmented control or button) to the Text prompt detail view. Default can stay Raw (current behavior); toggling to Markdown renders the stored prompt string with the existing Markdown renderer.\n\nLangfuse already ships a Markdown renderer used elsewhere (trace I/O / chat views): `web/src/components/ui/MarkdownViewer.tsx`. The change is mostly wiring that component into the Text prompt view behind a toggle, so the implementation surface is small.\n\nNotes:\n- Render is **view-only**; editing still uses the raw textarea.\n- `{{variable}}` placeholders should remain visible verbatim in the rendered view (no substitution) — they're part of the template.\n- Preference (Raw vs Markdown) could persist in local storage, similar to other view toggles.\n\n## Describe alternatives you've considered\n\n- A browser userscript (Tampermonkey) that renders the prompt text client-side — works, but per-user and fragile to DOM changes; a first-class toggle is better.\n- Keeping raw only — readable for short prompts, but poor for long structured system prompts.\n\n## Additional context\n\n- Self-hosted OSS, version 3.186.0.\n- Happy to contribute a PR if the approach (reuse `MarkdownViewer` behind a Raw/Markdown toggle in the Text prompt view) sounds acceptable.",feature_request,feature request title pattern
"[Bug] Unable to delete traces - ClickHouse timeout error\n\n### Describe the bug\n\nUnable to delete traces from the UI. The operation fails with a ClickHouse timeout error.\n```yaml\n2026-01-08T07:28:37.330Z error ClickHouse query failed with non-retryable error: Timeout error.\n2026-01-08T07:28:37.331Z error middleware intercepted error with code INTERNAL_SERVER_ERROR Timeout error.\nError: Timeout error.\nat Socket.u (/app/web/.next/server/chunks/191.js:73:115112)\nat Object.onceWrapper (node:events:622:28)\nat Socket.emit (node:events:520:35)\nat Socket.onTimeout (node:net:604:8)\nat listOnTimeout (node:internal/timers:608:17)\nat process.processTimers (node:internal/timers:543:7)\n2026-01-08T07:28:37.332Z error tRPC route failed on traces.metrics: Database resource limit exceeded. Please use more specific filters or a shorter time range. We are continuously improving our API performance.\nTRPCError: Database resource limit exceeded. Please use more specific filters or a shorter time range. We are continuously improving our API performance.\nat /app/web/.next/server/chunks/4996.js:1:8006\nat process.processTicksAndRejections (node:internal/process/task_queues:105:5)\nat async callRecursive (file:///app/node_modules/.pnpm/@trpc+server@11.4.4_typescript@5.9.2/node_modules/@trpc/server/dist/initTRPC-XuvQcOiC.mjs:256:18)\nat async file:///app/node_modules/.pnpm/@baselime+trpc-opentelemetry-middleware@0.1.2_@opentelemetry+api@1.9.0_@trpc+server@11.4.4_typescript@5.9.2_/node_modules/@baselime/trpc-opentelemetry-middleware/dist/index.js:43:22\nat async callRecursive (file:///app/node_modules/.pnpm/@trpc+server@11.4.4_typescript@5.9.2/node_modules/@trpc/server/dist/initTRPC-XuvQcOiC.mjs:256:18)\nat async callRecursive (file:///app/node_modules/.pnpm/@trpc+server@11.4.4_typescript@5.9.2/node_modules/@trpc/server/dist/initTRPC-XuvQcOiC.mjs:256:18)\nat async procedure (file:///app/node_modules/.pnpm/@trpc+server@11.4.4_typescript@5.9.2/node_modules/@trpc/server/dist/initTRPC-XuvQcOiC.mjs:281:18)\n```\n\n### Steps to reproduce\n\n1. Open Langfuse UI\n2. Navigate to Traces\n3. Attempt to delete traces\n\n## Expected Behavior\n\nTraces should be deleted successfully without timeout errors.\n\n## Actual Behavior\n\nThe delete operation times out with a ClickHouse timeout error and ""Database resource limit exceeded"" message.\n\n### Langfuse Cloud or self-hosted?\n\nSelf-hosted\n\n### If self-hosted, what version are you running?\n\n3.119.1\n\n### SDK and integration versions\n\n## Environment\n\n- Deployment: Self-hosted (Kubernetes with Helm)\n- ClickHouse: Bundled with Langfuse Helm chart\n\n## Version\n\n- Langfuse Version: **3.119.1**\n\n## Error Logs\n\n### Additional information\n\n_No response_\n\n### Are you interested in contributing a fix for this bug?\n\nNo",bug_report,github bug label or bug: title
